"","p","replicate","betac","carrying","extinction_t","extinct","disease_gone","min_s","final_s","final_i"
"367",0.3,3,30,210,5.60273528957366,TRUE,FALSE,4,4,1
"368",0.3,3,34.37,210,3.51024080282125,FALSE,FALSE,5,6,0
"369",0.3,3,25,210,8.33039869854514,FALSE,FALSE,5,9,0
"370",0.3,4,30,210,4.39814354373159,TRUE,FALSE,3,3,2
"371",0.3,4,34.37,210,4.67426089427258,TRUE,FALSE,2,2,3
"372",0.3,4,25,210,4.41434955141937,FALSE,FALSE,11,13,0
"373",0.3,5,30,210,4.46742811748462,TRUE,FALSE,4,4,1
"374",0.3,5,34.37,210,4.46539057686534,FALSE,FALSE,4,10,0
"375",0.3,5,25,210,4.30411756710082,TRUE,FALSE,2,5,0
"376",0.3,6,30,210,3.1939070454891,TRUE,FALSE,3,3,2
"377",0.3,6,34.37,210,4.89910048070173,TRUE,FALSE,3,3,2
"378",0.3,6,25,210,3.42226683901462,FALSE,FALSE,10,10,0
"379",0.3,7,30,210,5.61857443704543,TRUE,FALSE,4,4,1
"380",0.3,7,34.37,210,4.01801526077935,TRUE,FALSE,3,3,2
"381",0.3,7,25,210,5.6729502671606,TRUE,FALSE,2,2,3
"382",0.3,8,30,210,5.93917156229496,FALSE,FALSE,3,10,0
"383",0.3,8,34.37,210,4.07605349123004,TRUE,FALSE,3,3,2
"384",0.3,8,25,210,5.27050168731655,TRUE,FALSE,4,4,1
"385",0.3,9,30,210,3.17000803965332,TRUE,FALSE,1,1,4
"386",0.3,9,34.37,210,4.81071576365193,TRUE,FALSE,4,4,1
"387",0.3,9,25,210,3.44800669165981,TRUE,FALSE,3,3,2
"388",0.3,10,30,210,3.37295543904231,TRUE,FALSE,4,4,1
"389",0.3,10,34.37,210,4.30548707206769,TRUE,FALSE,3,4,1
"390",0.3,10,25,210,0.27105646449972,FALSE,FALSE,93,95,0
"391",0.3,1,30,2100,7.19061255549709,FALSE,FALSE,7,8,0
"392",0.3,1,34.37,2100,7.32455641471064,TRUE,FALSE,2,2,3
"393",0.3,1,25,2100,9.21230696156713,TRUE,FALSE,2,2,3
"394",0.3,2,30,2100,8.94875189783036,FALSE,FALSE,5,7,0
"395",0.3,2,34.37,2100,12.7265152119725,TRUE,FALSE,3,3,2
"396",0.3,2,25,2100,8.4796281014476,TRUE,FALSE,3,3,2
"397",0.3,3,30,2100,7.633844793074,TRUE,FALSE,2,2,3
"398",0.3,3,34.37,2100,7.84955109812815,FALSE,FALSE,4,7,0
"399",0.3,3,25,2100,9.44084032545383,TRUE,FALSE,2,2,3
"400",0.3,4,30,2100,7.30541546160236,TRUE,FALSE,2,2,3
"401",0.3,4,34.37,2100,8.88629670370292,TRUE,FALSE,4,4,1
"402",0.3,4,25,2100,10.8529979162978,TRUE,FALSE,3,3,2
"403",0.3,5,30,2100,7.6124181118527,TRUE,FALSE,4,4,1
"404",0.3,5,34.37,2100,7.06441630432182,TRUE,FALSE,4,4,1
"405",0.3,5,25,2100,8.4193436490073,TRUE,FALSE,2,2,3
"406",0.3,6,30,2100,8.25727148847334,FALSE,FALSE,5,6,0
"407",0.3,6,34.37,2100,7.18807296681437,FALSE,FALSE,8,9,0
"408",0.3,6,25,2100,9.20847934322352,TRUE,FALSE,3,3,2
"409",0.3,7,30,2100,6.86221947124778,FALSE,FALSE,6,6,0
"410",0.3,7,34.37,2100,8.42738164834387,FALSE,FALSE,11,16,0
"411",0.3,7,25,2100,10.158220761526,TRUE,FALSE,3,4,1
"412",0.3,8,30,2100,10.9427928598725,TRUE,FALSE,5,5,0
"413",0.3,8,34.37,2100,7.61592345317321,FALSE,FALSE,13,17,0
"414",0.3,8,25,2100,7.52267783441387,FALSE,FALSE,23,26,0
"415",0.3,9,30,2100,8.17336648482291,FALSE,FALSE,6,8,0
"416",0.3,9,34.37,2100,10.4895897194584,TRUE,FALSE,2,2,3
"417",0.3,9,25,2100,0.182816231866881,FALSE,FALSE,1000,1075,0
"418",0.3,10,30,2100,7.30299322353513,FALSE,FALSE,6,6,0
"419",0.3,10,34.37,2100,7.51760541402257,TRUE,FALSE,4,4,1
"420",0.3,10,25,2100,11.2798637555956,TRUE,FALSE,3,3,2
"421",0.35,1,30,210,4.96604675533369,TRUE,FALSE,3,3,2
"422",0.35,1,34.37,210,3.05577761699023,TRUE,FALSE,4,4,1
"423",0.35,1,25,210,4.33112012262461,FALSE,FALSE,7,8,0
"424",0.35,2,30,210,5.35030648041722,FALSE,FALSE,3,7,0
"425",0.35,2,34.37,210,4.59653105727657,FALSE,FALSE,4,8,0
"426",0.35,2,25,210,6.07920813528609,FALSE,FALSE,5,8,0
"427",0.35,3,30,210,3.35075519910257,TRUE,FALSE,3,3,2
"428",0.35,3,34.37,210,4.49668049176534,TRUE,FALSE,3,3,2
"429",0.35,3,25,210,0.108997094035176,FALSE,FALSE,103,107,0
"430",0.35,4,30,210,3.83981474769991,TRUE,FALSE,5,5,0
"431",0.35,4,34.37,210,4.14718560208873,FALSE,FALSE,9,11,0
"432",0.35,4,25,210,7.72108784959457,FALSE,FALSE,6,7,0
"433",0.35,5,30,210,4.46081710320405,TRUE,FALSE,4,4,1
"434",0.35,5,34.37,210,3.31516618977884,TRUE,FALSE,2,2,3
"435",0.35,5,25,210,3.40010319836099,TRUE,FALSE,2,2,3
"436",0.35,6,30,210,3.17314590908651,FALSE,FALSE,12,15,0
"437",0.35,6,34.37,210,5.2966998293991,TRUE,FALSE,2,2,3
"438",0.35,6,25,210,3.66690589945384,FALSE,FALSE,18,23,0
"439",0.35,7,30,210,3.59810363622577,TRUE,FALSE,2,2,3
"440",0.35,7,34.37,210,4.77824869982286,FALSE,FALSE,7,9,0
"441",0.35,7,25,210,3.97928913177787,FALSE,FALSE,4,6,0
"442",0.35,8,30,210,3.78718669873674,TRUE,FALSE,3,3,2
"443",0.35,8,34.37,210,3.40984806696355,FALSE,FALSE,11,11,0
"444",0.35,8,25,210,4.21923061702033,FALSE,FALSE,14,14,0
"445",0.35,9,30,210,5.29396088682381,TRUE,FALSE,3,4,1
"446",0.35,9,34.37,210,3.92104951369823,TRUE,FALSE,3,4,1
"447",0.35,9,25,210,5.4902319187937,TRUE,FALSE,5,5,0
"448",0.35,10,30,210,4.35109422860593,TRUE,FALSE,3,4,1
"449",0.35,10,34.37,210,5.27855781344064,FALSE,FALSE,3,6,0
"450",0.35,10,25,210,5.19073776457902,TRUE,FALSE,4,4,1
"451",0.35,1,30,2100,0.02595997046749,FALSE,FALSE,1000,1050,0
"452",0.35,1,34.37,2100,8.2364241398316,FALSE,FALSE,6,11,0
"453",0.35,1,25,2100,10.7573660573963,FALSE,FALSE,6,12,0
"454",0.35,2,30,2100,8.34739058348171,FALSE,FALSE,3,11,0
"455",0.35,2,34.37,2100,8.28619146207821,TRUE,FALSE,3,3,2
"456",0.35,2,25,2100,7.97581373441419,FALSE,FALSE,5,12,0
"457",0.35,3,30,2100,6.64316161938098,FALSE,FALSE,7,11,0
"458",0.35,3,34.37,2100,8.58012500008694,TRUE,FALSE,4,4,1
"459",0.35,3,25,2100,12.9710365349536,FALSE,FALSE,3,7,0
"460",0.35,4,30,2100,7.71618380339654,FALSE,FALSE,14,16,0
"461",0.35,4,34.37,2100,7.79775758809506,TRUE,FALSE,2,3,2
"462",0.35,4,25,2100,9.47409847572769,TRUE,FALSE,3,3,2
"463",0.35,5,30,2100,9.50189055993652,FALSE,FALSE,7,9,0
"464",0.35,5,34.37,2100,8.79327306314318,TRUE,FALSE,3,3,2
"465",0.35,5,25,2100,8.49664952093697,TRUE,FALSE,4,4,1
"466",0.35,6,30,2100,7.29502132030794,TRUE,FALSE,3,3,2
"467",0.35,6,34.37,2100,8.69792203763244,FALSE,FALSE,5,6,0
"468",0.35,6,25,2100,10.1826196994992,TRUE,FALSE,3,3,2
"469",0.35,7,30,2100,8.70929630803819,TRUE,FALSE,3,3,2
"470",0.35,7,34.37,2100,7.93291565872962,FALSE,FALSE,8,8,0
"471",0.35,7,25,2100,9.1365809107216,FALSE,FALSE,4,14,0
"472",0.35,8,30,2100,13.0124174574011,TRUE,FALSE,2,2,3
"473",0.35,8,34.37,2100,0.063631198329145,FALSE,FALSE,1000,1061,0
"474",0.35,8,25,2100,9.10055564104412,TRUE,FALSE,2,2,3
"475",0.35,9,30,2100,8.00062500262475,TRUE,FALSE,2,4,1
"476",0.35,9,34.37,2100,6.41549218764218,FALSE,FALSE,17,18,0
"477",0.35,9,25,2100,11.4275934008044,TRUE,FALSE,3,4,1
"478",0.35,10,30,2100,6.02753908943647,FALSE,FALSE,13,24,0
"479",0.35,10,34.37,2100,7.99615406594995,TRUE,FALSE,4,4,1
"480",0.35,10,25,2100,8.93360815966518,TRUE,FALSE,3,3,2
"481",0.4,1,30,210,4.36202790854002,FALSE,FALSE,8,11,0
"482",0.4,1,34.37,210,2.89755595734551,FALSE,FALSE,7,7,0
"483",0.4,1,25,210,4.98346921692609,TRUE,FALSE,3,3,2
"484",0.4,2,30,210,7.01754970119531,TRUE,FALSE,1,2,3
"485",0.4,2,34.37,210,3.441033079441,TRUE,FALSE,4,4,1
"486",0.4,2,25,210,4.54532566054516,FALSE,FALSE,4,9,0
"487",0.4,3,30,210,3.69922316611731,TRUE,FALSE,2,3,2
"488",0.4,3,34.37,210,3.90151009915455,TRUE,FALSE,3,3,2
"489",0.4,3,25,210,3.24918827072323,TRUE,FALSE,2,2,3
"490",0.4,4,30,210,3.48062177592791,TRUE,FALSE,2,5,0
"491",0.4,4,34.37,210,5.38722450217357,TRUE,FALSE,3,4,1
"492",0.4,4,25,210,3.45716792436064,FALSE,FALSE,8,8,0
"493",0.4,5,30,210,4.96084995720474,TRUE,FALSE,2,4,1
"494",0.4,5,34.37,210,3.05313186448386,FALSE,FALSE,9,13,0
"495",0.4,5,25,210,3.30096139708773,FALSE,FALSE,7,8,0
"496",0.4,6,30,210,4.33501692418547,FALSE,FALSE,5,9,0
"497",0.4,6,34.37,210,3.55819945528107,FALSE,FALSE,5,6,0
"498",0.4,6,25,210,4.62614827978328,FALSE,FALSE,10,10,0
"499",0.4,7,30,210,4.93223620962071,TRUE,FALSE,2,3,2
"500",0.4,7,34.37,210,2.62085673954617,FALSE,FALSE,9,9,0
"501",0.4,7,25,210,4.84848618001241,TRUE,FALSE,1,1,4
"502",0.4,8,30,210,3.56938892156379,TRUE,FALSE,4,4,1
"503",0.4,8,34.37,210,3.60567728805482,TRUE,FALSE,3,4,1
"504",0.4,8,25,210,4.29447748538658,TRUE,FALSE,5,5,0
"505",0.4,9,30,210,4.5997752605017,FALSE,FALSE,6,6,0
"506",0.4,9,34.37,210,4.24235002691206,TRUE,FALSE,4,5,0
"507",0.4,9,25,210,3.74390443889116,FALSE,FALSE,5,6,0
"508",0.4,10,30,210,4.26878002166146,FALSE,FALSE,5,6,0
"509",0.4,10,34.37,210,2.91566181602485,FALSE,FALSE,6,6,0
"510",0.4,10,25,210,4.48932867169669,TRUE,FALSE,3,3,2
"511",0.4,1,30,2100,8.14654718672754,FALSE,FALSE,5,6,0
"512",0.4,1,34.37,2100,7.41052528950149,TRUE,FALSE,2,2,3
"513",0.4,1,25,2100,9.41083937981756,TRUE,FALSE,3,3,2
"514",0.4,2,30,2100,6.106012976449,FALSE,FALSE,7,7,0
"515",0.4,2,34.37,2100,7.35350041748255,FALSE,FALSE,10,10,0
"516",0.4,2,25,2100,7.88345415292495,TRUE,FALSE,3,3,2
"517",0.4,3,30,2100,8.97989022610061,FALSE,FALSE,4,6,0
"518",0.4,3,34.37,2100,7.72133056783732,FALSE,FALSE,2,6,0
"519",0.4,3,25,2100,8.78168459511885,FALSE,FALSE,8,11,0
"520",0.4,4,30,2100,8.01862730553973,TRUE,FALSE,3,4,1
"521",0.4,4,34.37,2100,7.18704225754243,TRUE,FALSE,2,2,3
"522",0.4,4,25,2100,0.130549633473887,FALSE,FALSE,1000,1039,0
"523",0.4,5,30,2100,7.52774452506171,FALSE,FALSE,13,18,0
"524",0.4,5,34.37,2100,8.384334710268,TRUE,FALSE,4,4,1
"525",0.4,5,25,2100,7.90659127136555,TRUE,FALSE,3,3,2
"526",0.4,6,30,2100,9.2965527834203,TRUE,FALSE,4,4,1
"527",0.4,6,34.37,2100,7.78213875006755,TRUE,FALSE,4,5,0
"528",0.4,6,25,2100,7.94601077389621,TRUE,FALSE,2,2,3
"529",0.4,7,30,2100,10.9524646579599,FALSE,FALSE,4,6,0
"530",0.4,7,34.37,2100,9.24766330456769,TRUE,FALSE,3,4,1
"531",0.4,7,25,2100,7.2604528504214,FALSE,FALSE,5,6,0
"532",0.4,8,30,2100,9.64872969874206,FALSE,FALSE,7,11,0
"533",0.4,8,34.37,2100,7.44615387355424,TRUE,FALSE,3,3,2
"534",0.4,8,25,2100,9.90233341450542,FALSE,FALSE,8,12,0
"535",0.4,9,30,2100,8.61738446472706,TRUE,FALSE,1,1,4
"536",0.4,9,34.37,2100,7.34519239632175,TRUE,FALSE,3,3,2
"537",0.4,9,25,2100,8.66535385665501,TRUE,FALSE,0,1,4
"538",0.4,10,30,2100,6.91063343323942,TRUE,FALSE,2,3,2
"539",0.4,10,34.37,2100,7.34700091939208,TRUE,FALSE,3,3,2
"540",0.4,10,25,2100,11.6242257721688,TRUE,FALSE,3,4,1
"541",0.45,1,30,210,3.70781763726661,TRUE,FALSE,3,3,2
"542",0.45,1,34.37,210,2.89624276238856,TRUE,FALSE,3,3,2
"543",0.45,1,25,210,5.69284812614919,TRUE,FALSE,3,3,2
"544",0.45,2,30,210,5.84295903988262,FALSE,FALSE,3,9,0
"545",0.45,2,34.37,210,3.90972178881007,TRUE,FALSE,3,3,2
"546",0.45,2,25,210,5.63145500220065,FALSE,FALSE,7,7,0
"547",0.45,3,30,210,4.0705933782664,FALSE,FALSE,6,8,0
"548",0.45,3,34.37,210,3.20377680478368,TRUE,FALSE,4,4,1
"549",0.45,3,25,210,5.1922387423167,FALSE,FALSE,4,6,0
"550",0.45,4,30,210,3.77097241276575,TRUE,FALSE,2,2,3
"551",0.45,4,34.37,210,3.00228850072279,FALSE,FALSE,5,6,0
"552",0.45,4,25,210,5.43527701746836,FALSE,FALSE,3,6,0
"553",0.45,5,30,210,6.26700932321319,TRUE,FALSE,3,3,2
"554",0.45,5,34.37,210,3.4940437211126,TRUE,FALSE,3,5,0
"555",0.45,5,25,210,4.60885795730684,TRUE,FALSE,3,3,2
"556",0.45,6,30,210,3.74511519445802,FALSE,FALSE,3,7,0
"557",0.45,6,34.37,210,4.38230974419936,FALSE,FALSE,4,11,0
"558",0.45,6,25,210,4.71756653231577,TRUE,FALSE,2,2,3
"559",0.45,7,30,210,2.75060649560331,FALSE,FALSE,7,8,0
"560",0.45,7,34.37,210,5.28605224409436,TRUE,FALSE,2,2,3
"561",0.45,7,25,210,3.13330470209965,FALSE,FALSE,12,18,0
"562",0.45,8,30,210,3.70707088617774,FALSE,FALSE,7,9,0
"563",0.45,8,34.37,210,3.8353018884194,TRUE,FALSE,4,5,0
"564",0.45,8,25,210,4.08894760564207,FALSE,FALSE,6,6,0
"565",0.45,9,30,210,3.77116465187068,TRUE,FALSE,4,4,1
"566",0.45,9,34.37,210,2.77807219292859,FALSE,FALSE,7,8,0
"567",0.45,9,25,210,3.41349344244144,FALSE,FALSE,9,9,0
"568",0.45,10,30,210,3.33405857422621,TRUE,FALSE,4,4,1
"569",0.45,10,34.37,210,3.56560933381697,TRUE,FALSE,2,2,3
"570",0.45,10,25,210,0.267963544232079,FALSE,FALSE,97,100,0
"571",0.45,1,30,2100,6.49399023484323,TRUE,FALSE,1,1,4
"572",0.45,1,34.37,2100,6.40583268206731,FALSE,FALSE,17,21,0
"573",0.45,1,25,2100,7.19282912951675,TRUE,FALSE,2,2,3
"574",0.45,2,30,2100,8.17975189903354,TRUE,FALSE,3,3,2
"575",0.45,2,34.37,2100,7.89972976394374,TRUE,FALSE,4,4,1
"576",0.45,2,25,2100,7.79565128842884,TRUE,FALSE,5,5,0
"577",0.45,3,30,2100,7.15663983087186,FALSE,FALSE,8,11,0
"578",0.45,3,34.37,2100,6.51084328697415,FALSE,FALSE,13,13,0
"579",0.45,3,25,2100,0.0400077980322052,FALSE,FALSE,1000,1053,0
"580",0.45,4,30,2100,8.38375607764957,FALSE,FALSE,8,11,0
"581",0.45,4,34.37,2100,6.73256195753718,TRUE,FALSE,2,2,3
"582",0.45,4,25,2100,8.66411774057035,FALSE,FALSE,14,15,0
"583",0.45,5,30,2100,8.0431047556036,TRUE,FALSE,3,3,2
"584",0.45,5,34.37,2100,7.5883307574849,TRUE,FALSE,3,3,2
"585",0.45,5,25,2100,7.46324010619476,TRUE,FALSE,3,3,2
"586",0.45,6,30,2100,6.98254906856081,TRUE,FALSE,4,4,1
"587",0.45,6,34.37,2100,6.97863622299352,TRUE,FALSE,5,5,0
"588",0.45,6,25,2100,8.2174803944353,FALSE,FALSE,14,18,0
"589",0.45,7,30,2100,7.76843917757381,FALSE,FALSE,3,8,0
"590",0.45,7,34.37,2100,8.04771271042419,FALSE,FALSE,4,6,0
"591",0.45,7,25,2100,9.38221125310551,TRUE,FALSE,3,4,1
"592",0.45,8,30,2100,8.32832196063798,FALSE,FALSE,11,11,0
"593",0.45,8,34.37,2100,8.43926635209901,FALSE,FALSE,9,12,0
"594",0.45,8,25,2100,8.42859835444917,FALSE,FALSE,7,7,0
"595",0.45,9,30,2100,8.12415576424122,FALSE,FALSE,8,18,0
"596",0.45,9,34.37,2100,7.04731508031294,TRUE,FALSE,3,3,2
"597",0.45,9,25,2100,10.2877700619948,FALSE,FALSE,10,12,0
"598",0.45,10,30,2100,8.5268356271543,TRUE,FALSE,4,5,0
"599",0.45,10,34.37,2100,7.08205702654277,TRUE,FALSE,2,2,3
"600",0.45,10,25,2100,7.63410075503617,TRUE,FALSE,4,4,1
"601",0.5,1,30,210,3.00053751607374,TRUE,FALSE,5,5,0
"602",0.5,1,34.37,210,3.52549686603569,TRUE,FALSE,4,5,0
"603",0.5,1,25,210,3.05155545732613,FALSE,FALSE,10,11,0
"604",0.5,2,30,210,3.0409320538627,TRUE,FALSE,2,2,3
"605",0.5,2,34.37,210,3.06390423960289,FALSE,FALSE,5,8,0
"606",0.5,2,25,210,3.98184844524087,FALSE,FALSE,12,13,0
"607",0.5,3,30,210,3.53400557671809,TRUE,FALSE,1,2,3
"608",0.5,3,34.37,210,4.07581868616372,FALSE,FALSE,3,8,0
"609",0.5,3,25,210,3.2374247751743,TRUE,FALSE,3,3,2
"610",0.5,4,30,210,2.41811976621924,FALSE,FALSE,8,9,0
"611",0.5,4,34.37,210,3.56056292885893,TRUE,FALSE,4,4,1
"612",0.5,4,25,210,3.81973411792581,TRUE,FALSE,2,2,3
"613",0.5,5,30,210,5.08016474987078,TRUE,FALSE,2,2,3
"614",0.5,5,34.37,210,4.22846747833934,TRUE,FALSE,2,2,3
"615",0.5,5,25,210,3.02246997469466,FALSE,FALSE,8,10,0
"616",0.5,6,30,210,3.59157219408244,FALSE,FALSE,8,8,0
"617",0.5,6,34.37,210,3.92727822924234,FALSE,FALSE,5,10,0
"618",0.5,6,25,210,4.19119987415557,TRUE,FALSE,2,2,3
"619",0.5,7,30,210,3.34107672429563,TRUE,FALSE,4,5,0
"620",0.5,7,34.37,210,2.85841221482126,TRUE,FALSE,3,3,2
"621",0.5,7,25,210,4.1582071476625,TRUE,FALSE,2,2,3
"622",0.5,8,30,210,3.09199920758164,TRUE,FALSE,3,3,2
"623",0.5,8,34.37,210,3.53664590123092,TRUE,FALSE,4,4,1
"624",0.5,8,25,210,4.19983351703001,TRUE,FALSE,3,3,2
"625",0.5,9,30,210,4.63216133646667,TRUE,FALSE,2,2,3
"626",0.5,9,34.37,210,0.0605417442160701,FALSE,FALSE,97,100,0
"627",0.5,9,25,210,4.69064685483746,TRUE,FALSE,4,4,1
"628",0.5,10,30,210,3.65937436976934,TRUE,FALSE,4,5,0
"629",0.5,10,34.37,210,2.84440201868329,FALSE,FALSE,4,6,0
"630",0.5,10,25,210,4.40108747898353,FALSE,FALSE,5,7,0
"631",0.5,1,30,2100,8.40201896698392,FALSE,FALSE,4,7,0
"632",0.5,1,34.37,2100,6.89482884313499,TRUE,FALSE,3,3,2
"633",0.5,1,25,2100,6.24346421210268,TRUE,FALSE,3,3,2
"634",0.5,2,30,2100,7.24202471180665,FALSE,FALSE,6,6,0
"635",0.5,2,34.37,2100,7.87963328188313,TRUE,FALSE,4,4,1
"636",0.5,2,25,2100,7.184564439886,FALSE,FALSE,6,6,0
"637",0.5,3,30,2100,6.8973336373233,TRUE,FALSE,2,3,2
"638",0.5,3,34.37,2100,7.34061961923328,FALSE,FALSE,8,8,0
"639",0.5,3,25,2100,7.42314250364976,FALSE,FALSE,7,11,0
"640",0.5,4,30,2100,6.37561421532975,FALSE,FALSE,8,10,0
"641",0.5,4,34.37,2100,5.86028949494265,FALSE,FALSE,12,14,0
"642",0.5,4,25,2100,7.23546994955179,TRUE,FALSE,2,2,3
"643",0.5,5,30,2100,7.00603430405345,TRUE,FALSE,3,3,2
"644",0.5,5,34.37,2100,7.76814679689497,FALSE,FALSE,4,6,0
"645",0.5,5,25,2100,0.0556422033093441,FALSE,FALSE,1000,1053,0
"646",0.5,6,30,2100,7.73027396957294,FALSE,FALSE,6,7,0
"647",0.5,6,34.37,2100,6.0450537884458,TRUE,FALSE,4,4,1
"648",0.5,6,25,2100,8.14926693657588,FALSE,FALSE,6,10,0
"649",0.5,7,30,2100,9.32676664915601,TRUE,FALSE,4,4,1
"650",0.5,7,34.37,2100,6.45339218668599,FALSE,FALSE,6,6,0
"651",0.5,7,25,2100,6.44065063293525,FALSE,FALSE,9,13,0
"652",0.5,8,30,2100,8.70420330227666,TRUE,FALSE,4,4,1
"653",0.5,8,34.37,2100,7.00382107704818,FALSE,FALSE,12,12,0
"654",0.5,8,25,2100,7.97776317890584,FALSE,FALSE,12,14,0
"655",0.5,9,30,2100,8.03584885764655,TRUE,FALSE,4,4,1
"656",0.5,9,34.37,2100,7.23807701091294,TRUE,FALSE,4,4,1
"657",0.5,9,25,2100,0.0982877144836373,FALSE,FALSE,1000,1025,0
"658",0.5,10,30,2100,5.30206039794096,TRUE,FALSE,3,3,2
"659",0.5,10,34.37,2100,7.91694792894845,TRUE,FALSE,3,3,2
"660",0.5,10,25,2100,7.28295673482318,FALSE,FALSE,7,7,0
"661",0.55,1,30,210,3.28599534586271,TRUE,FALSE,3,3,2
"662",0.55,1,34.37,210,4.15491739584621,FALSE,FALSE,5,10,0
"663",0.55,1,25,210,4.87752382003204,FALSE,FALSE,5,8,0
"664",0.55,2,30,210,3.75037949241143,FALSE,FALSE,11,12,0
"665",0.55,2,34.37,210,3.24782245345303,FALSE,FALSE,3,6,0
"666",0.55,2,25,210,3.54416324610468,TRUE,FALSE,2,2,3
"667",0.55,3,30,210,4.53198681068859,FALSE,FALSE,5,6,0
"668",0.55,3,34.37,210,2.69696209617011,TRUE,FALSE,3,3,2
"669",0.55,3,25,210,4.31232337461377,FALSE,FALSE,3,12,0
"670",0.55,4,30,210,4.9640242505856,FALSE,FALSE,9,14,0
"671",0.55,4,34.37,210,5.11065147501917,TRUE,FALSE,4,4,1
"672",0.55,4,25,210,4.59898446028149,TRUE,FALSE,5,5,0
"673",0.55,5,30,210,4.73898737341436,TRUE,FALSE,1,1,4
"674",0.55,5,34.37,210,0.290132804888526,FALSE,FALSE,99,100,0
"675",0.55,5,25,210,3.25212808009439,TRUE,FALSE,4,4,1
"676",0.55,6,30,210,4.30774662852081,FALSE,FALSE,7,9,0
"677",0.55,6,34.37,210,3.33437283276016,FALSE,FALSE,8,9,0
"678",0.55,6,25,210,2.66559012865212,TRUE,FALSE,4,4,1
"679",0.55,7,30,210,3.49892835949059,FALSE,FALSE,7,8,0
"680",0.55,7,34.37,210,3.37596861577447,FALSE,FALSE,8,8,0
"681",0.55,7,25,210,4.09497137209377,FALSE,FALSE,10,12,0
"682",0.55,8,30,210,3.53637980788894,TRUE,FALSE,2,2,3
"683",0.55,8,34.37,210,3.16634636392611,FALSE,FALSE,5,7,0
"684",0.55,8,25,210,3.48739251780031,FALSE,FALSE,16,18,0
"685",0.55,9,30,210,4.4469903869071,TRUE,FALSE,2,2,3
"686",0.55,9,34.37,210,4.15266211776211,TRUE,FALSE,2,2,3
"687",0.55,9,25,210,4.90556650643415,TRUE,FALSE,4,4,1
"688",0.55,10,30,210,3.04354459151195,TRUE,FALSE,3,3,2
"689",0.55,10,34.37,210,2.92237915734669,TRUE,FALSE,2,3,2
"690",0.55,10,25,210,4.49265431931151,TRUE,FALSE,3,3,2
"691",0.55,1,30,2100,7.15564082409576,FALSE,FALSE,7,11,0
"692",0.55,1,34.37,2100,6.59822724800045,FALSE,FALSE,12,16,0
"693",0.55,1,25,2100,8.68127953258139,TRUE,FALSE,4,4,1
"694",0.55,2,30,2100,7.07588299936385,FALSE,FALSE,5,7,0
"695",0.55,2,34.37,2100,5.84392917968347,TRUE,FALSE,4,4,1
"696",0.55,2,25,2100,7.74706462542177,TRUE,FALSE,2,4,1
"697",0.55,3,30,2100,8.24093504595513,FALSE,FALSE,6,6,0
"698",0.55,3,34.37,2100,6.04688508031722,TRUE,FALSE,1,1,4
"699",0.55,3,25,2100,7.91625276610075,TRUE,FALSE,4,4,1
"700",0.55,4,30,2100,7.34459169832497,FALSE,FALSE,5,6,0
"701",0.55,4,34.37,2100,8.92428275070762,TRUE,FALSE,3,3,2
"702",0.55,4,25,2100,9.64873643548445,TRUE,FALSE,3,4,1
"703",0.55,5,30,2100,7.16887326680438,TRUE,FALSE,2,2,3
"704",0.55,5,34.37,2100,5.54573073010792,FALSE,FALSE,23,26,0
"705",0.55,5,25,2100,7.01224249289698,TRUE,FALSE,4,4,1
"706",0.55,6,30,2100,7.11425120014817,TRUE,FALSE,2,3,2
"707",0.55,6,34.37,2100,6.62447729837486,TRUE,FALSE,4,4,1
"708",0.55,6,25,2100,7.95395471701678,FALSE,FALSE,6,6,0
"709",0.55,7,30,2100,6.87307156323114,TRUE,FALSE,4,4,1
"710",0.55,7,34.37,2100,6.89440636262209,FALSE,FALSE,5,6,0
"711",0.55,7,25,2100,0.0852950805106189,FALSE,FALSE,1000,1055,0
"712",0.55,8,30,2100,9.1095853287463,TRUE,FALSE,3,4,1
"713",0.55,8,34.37,2100,6.29548023509524,FALSE,FALSE,4,6,0
"714",0.55,8,25,2100,6.49621473382919,FALSE,FALSE,9,9,0
"715",0.55,9,30,2100,0.164621814446714,FALSE,FALSE,1000,1039,0
"716",0.55,9,34.37,2100,7.6234688072254,TRUE,FALSE,2,2,3
"717",0.55,9,25,2100,6.35318286797829,TRUE,FALSE,2,2,3
"718",0.55,10,30,2100,5.25664405303355,FALSE,FALSE,25,28,0
"719",0.55,10,34.37,2100,6.0881310339399,TRUE,FALSE,3,3,2
"720",0.55,10,25,2100,7.30343665171412,TRUE,FALSE,4,4,1
"721",0.6,1,30,210,3.97443096359937,TRUE,FALSE,3,3,2
"722",0.6,1,34.37,210,3.26953371408471,TRUE,FALSE,2,2,3
"723",0.6,1,25,210,3.14248321770856,FALSE,FALSE,9,9,0
"724",0.6,2,30,210,4.0385470488045,FALSE,FALSE,8,9,0
"725",0.6,2,34.37,210,4.54937250705667,TRUE,FALSE,4,4,1
"726",0.6,2,25,210,6.50693296591242,TRUE,FALSE,2,2,3
"727",0.6,3,30,210,3.15133506432984,TRUE,FALSE,3,3,2
"728",0.6,3,34.37,210,3.64031113404761,TRUE,FALSE,3,3,2
"729",0.6,3,25,210,2.94182653515523,FALSE,FALSE,11,11,0
"730",0.6,4,30,210,3.92063823937035,TRUE,FALSE,3,3,2
"731",0.6,4,34.37,210,3.27234667357845,TRUE,FALSE,3,3,2
